house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area (m2)
Jl mahmud,"Cicendo, Bandung",5,4,2,5000000000,132,300
"Jual Dan Sewa Kaka, Yuk Mampir Rumah Mewah Terawat Di Cicendo Bandung","Cicendo, Bandung",3,3,6,17000000000,360,760
"Jual Dan Sewa Hoki Kaka, Segera Miliki Rumah Mewah Siap Huni Di Cicendo Bandung","Cicendo, Bandung",3,3,6,17000000000,360,760
"Rumah Bagus Unfurnished SHM di Jalan Cicendo, Bandung","Cicendo, Bandung",3,3,0,17000000000,360,760
"Rumah Cantik Siap Huni, Dekat Bandara di Gunung Batu","Cicendo, Bandung",8,5,0,2800000000,355,500
Rumah Bagus Strategis Dekat Pintu Tol Pasteur,"Cicendo, Bandung",3,2,0,2000000000,100,165
Rumah Minimalis Modern Dekat Pintu Tol Pasteur,"Cicendo, Bandung",3,2,0,2100000000,98,196
Jual Rumah Strategis Tengah Kota Terawat Jl.nyland Kota Bandung,"Cicendo, Bandung",6,2,6,19500000000,616,375
Rumah minimalis di Puri Cipageran indah 2 dekat Pemkot Cimahi ,"Cicendo, Bandung",2,1,1,450000000,60,38
Dijual Villa Terawat Full Furnish Siap Huni View Keren di Punclut Bandung,"Cidadap, Bandung",4,3,6,6990000000,1014,400
R Budisari Harga Njop,"Cidadap, Bandung",5,4,0,4250000000,325,400
"Rumah Full Furnished SHM 2 Lt di Cidadap Bandung dkt UNPAR,ITB ","Cidadap, Bandung",3,3,1,10500000000,512,350
Wow turun hrg....rumah cantik nyaman 2 lantai di budisari,"Cidadap, Bandung",3,2,2,7190000000,688,450
Perumahan Budisari Bandung,"Cidadap, Bandung",5,4,2,6000000000,390,299
"Rumah Luas Strategis SHM di Komplek Budisari Setiabudi , Bandung","Cidadap, Bandung",6,4,2,7800000000,505,405
Rumah Hook Minimalis Strategis SHM di Citra Green Dago Bandung,"Cidadap, Bandung",5,5,2,3500000000,186,180
Rumah Minimalis Jalan Utama SHM Komplek Citra Green Dago Bandung,"Cidadap, Bandung",5,6,4,4500000000,236,400
Rumah Lux Komplek Elit di Bale Pakuan Cisatu Ciumbuleuit Bandung,"Cidadap, Bandung",3,2,2,7000000000,164,450
Rumah 2 Lantai Tengah Kota Akses 1 Mobil di Sayap Dago Bandung,"Cidadap, Bandung",4,2,1,750000000,78,100
Rumah Mungil 1 Lantai Akses Jalan 1 Mobil di Sayap Dago Bandung,"Cidadap, Bandung",1,1,0,500000000,55,35
Jual Rumah Siap Huni Furnished Budi Indah Bandung,"Cidadap, Bandung",3,3,0,6500000000,450,300
Turun Harga Dibawah Njop Rumah Strategis di Cipaku,"Cidadap, Bandung",3,2,1,2600000000,260,195
Rumah Dijual Bandung Utara,"Cidadap, Bandung",3,2,3,2900000000,252,240
"Dijual Rumah Bagus di Cidadap, Bandung","Cidadap, Bandung",10,3,2,4100000000,388,580
"Rumah Unik Joglo Antik high class Classical Architecture di Bekasi, Full Furnished Etnis Klasik Dekat Cawang Dan Bandara Halim","Cidadap, Bandung",6,3,2,12900000000,410,600
Rumah Tinggal View Bandung Udara Sangat Sejuk SHM 2 Lantai di Cipaku Bandung,"Cidadap, Bandung",4,3,3,5000000000,510,400
Dijual Rumah Jl. Cipaku Indah LT 510 m2LB 432 m2/2 lantaiSHM / HGB GB  : SHMHadap BaratKT            : 4K.asisten :1Gudang    :1KM : 4Garasi : 3 MobilCarport : 2 MobilListrik    :4400 w njirAir          :Artesis /bulananTelp        :3 salur,"Cidadap, Bandung",4,4,2,6500000000,510,432
Rumah villa exotic di dago umaia bandung utara,"Cidadap, Bandung",4,3,2,2500000000,291,175
Hunian Exclusive Nyaman Strategis Dago View Kota Dan Gunung.,"Cidadap, Bandung",4,3,3,5500000000,340,300
FOR SALE RUMAH IDAMAN DIKAWASAN BANDUNG UTARA BUDI SARI BANDUNG,"Cidadap, Bandung",3,3,2,3750000000,300,190
Rumah Siap Huni Nyaman Dan Terawat di Sukamulya Bandung,"Cidadap, Bandung",3,2,1,3900000000,220,120
"Rumah Baru Lingkungan Nyaman Siap Huni di Budi Indah, Bandung","Cidadap, Bandung",4,4,2,6500000000,360,300
"Rumah Baru Lingkungan Nyaman Siap Huni di Budi Indah, Bandung","Cidadap, Bandung",4,4,2,6800000000,360,300
Di Jual Rumah Hunian Mewah 2 Lantai Lokasi Strategis di Komplek Perumahan Budi Indah,"Cidadap, Bandung",4,4,0,6800000000,360,300
 Rumah Baru Mewah di Mainroad Hegarmanah Bandung,"Cidadap, Bandung",4,6,1,49000000000,1600,1000
Fast Sale Rumah di Cipaku Indah Kota Bandung,"Cidadap, Bandung",4,2,2,4500000000,357,170
Rumah Cantik Full Furnish Siap Huni di Budi Sari Bandung,"Cidadap, Bandung",3,3,0,5750000000,400,275
Rumah Nyaman Minimalis Modern Furnished Siap Huni di Budi Indah,"Cidadap, Bandung",3,2,1,6500000000,450,300
Jual Rumah American Modern Full Furnished di Komplek Budi Indah Bandung,"Cidadap, Bandung",3,3,1,6500000000,450,300
Dijual Rumah Hunian American Modern 2 Lantai Lokasi Strategis di Komplek Budi Indah Bandung,"Cidadap, Bandung",3,3,0,6500000000,450,300
Rumah Lux View Cantik di Budi Indah Ledeng,"Cidadap, Bandung",3,2,2,6500000000,450,300
Dijual Rumah di Area Rancakendal Bandung,"Cidadap, Bandung",6,4,2,2200000000,375,250
"Rumah Dijual 2 Lantai Semi Furnished di Cipaku, Cidadap, Bandung","Cidadap, Bandung",5,5,2,8500000000,585,500
"Rumah Dijual 2 Lantai Semi Furnished di Cipaku, Cidadap, Bandung","Cidadap, Bandung",4,3,2,7500000000,510,500
Rumah Bagus 2 Lantai Di Cipaku Indah Setiabudi Bandung Utara,"Cidadap, Bandung",3,4,4,2600000000,172,150
Rumah Dijual Budisari Bandung Mewah Siap Huni,"Cidadap, Bandung",4,3,2,8000000000,584,450
Dijual Rumah Mewah di De Bale Pakuan Bandung Row Jalan Besar ,"Cidadap, Bandung",4,3,2,6800000000,164,350
Jual Rumah 2 Lantai Minimalis Modern Sayap Setiabudi Bandung,"Cidadap, Bandung",3,4,2,20000000000,1043,800
"Dijual Rumah Hook Nyaman Siap Huni di Daerah Punclut, Bandung","Cidadap, Bandung",4,4,1,920000000,168,300
Rumah baru kawasan elit smart valley dago bandung,"Cidadap, Bandung",2,2,0,2820000000,120,146
Rumah bagus 2 lantai tanah luas,"Cidadap, Bandung",0,0,0,17200000000,801,975
Dijual Rumah Minimalis Bagus di Cluster Budi Indah Setiabudi,"Cidadap, Bandung",5,3,2,3900000000,360,266
Rumah Lux Dengan View Cantik di Cipaku Indah Bandung Utara,"Cidadap, Bandung",3,3,2,4000000000,262,250
Dijual Turun Harga Rumah Nyaman Asri Luas di Budisari Setiabudi,"Cidadap, Bandung",5,4,1,6700000000,390,299
Rumah Bagus Terawat Nyaman Dan Aman di Cipaku Indah Bandung ,"Cidadap, Bandung",8,7,1,7500000000,510,666
Rumah Cantik Strategis Lingkungan Asri Dekat Mall di Cipaku Indah,"Cidadap, Bandung",5,4,4,6500000000,510,400
Rumah Siap Huni Dan Terawat Baik di Hegarmanah,"Cidadap, Bandung",4,2,3,9900000000,660,275
Rumah Sayap Setiabudi View Kota Bandung SHM Full Furnish,"Cidadap, Bandung",7,5,8,8000000000,800,580
Rumah Siap Huni Mainroad Furnish di Budisari Bandung,"Cidadap, Bandung",3,3,0,5600000000,349,370
"RUMAH KOS jl bukit durian dalam,dekat UNPAR Bandung","Cidadap, Bandung",36,24,0,12500000000,1193,571
Rumah di Jl. Budisari I Bandung,"Cidadap, Bandung",3,4,2,5400000000,340,400
Rumah di Bukit Indah,"Cidadap, Bandung",4,3,0,16000000000,900,1000
Turun Harga Rumah Di Jl. Dr. Setiabudi Bandung,"Cidadap, Bandung",5,3,2,18000000000,620,400
Dijual Rumah Hook Di Jl. Cipaku Indah I Bandung,"Cidadap, Bandung",3,2,2,14000000000,1100,600
Rumah di Jl. Budisari I Bandung,"Cidadap, Bandung",3,4,2,5400000000,340,400
"Rumah Minimalis Modern di Budi Indah, Bandung","Cidadap, Bandung",3,4,4,11000000000,450,450
Rumah Kost masih berjalan baik. letak deket Unpar,"Cidadap, Bandung",37,20,3,7600000000,335,650
Rumah Nice View 4 Kamar Tidur Taman Luas Citra Green Dago,"Cidadap, Bandung",5,4,5,13000000000,780,400
DESAIN RUMAH UNIK & MEMILIKI BANYAK JENDELA UNTUK SIRKULASI CAHAYA & UDARA,"Cidadap, Bandung",3,2,0,2700000000,255,158
Rumah Terawat 2 Lantai di Jl. Cipaku Indah Bandung,"Cidadap, Bandung",4,3,3,5000000000,490,400
Turun Harga Rumah Di Jl. Dr. Setiabudi Bandung,"Cidadap, Bandung",5,3,2,18000000000,620,400
Rumah Villa cantik nyaman di Punclut,"Cidadap, Bandung",4,3,13,8000000000,932,400
Rumah di Ciumbuleuit dekat Unpar bandung,"Cidadap, Bandung",0,0,0,6000000000,218,175
Rumah Besar Budisari,"Cidadap, Bandung",3,2,2,6400000000,400,274
"Rumah Vila asri Dago , ada kolam renang , siap huni area Buniwangi Dago ","Cidadap, Bandung",5,5,5,12000000000,1400,1200
Rumah 2 Lantai Budisari Siap Huni,"Cidadap, Bandung",4,3,0,7950000000,631,450
"Rumah di Sayap Hegarmanah, Komp Cikendi Kota Bandung","Cidadap, Bandung",5,4,0,3300000000,243,300
Rumah 4 Lantai SHM Bagus di sayap Ciumbuleuit,"Cidadap, Bandung",3,3,1,2300000000,100,250
Puncak Kebahagiaan Beli Rumah di Budi Indah Bandung Kota,"Cidadap, Bandung",3,2,0,7900000000,450,300
Rumah murah harga NJOP,"Cidadap, Bandung",3,2,1,2900000000,260,195
"komplek dreamhill (bukit idaman), bandung utara","Cidadap, Bandung",5,3,1,5200000000,500,425
Rumah Baru di Rumah Kenari Kebon Kopi Rancabentang Bandung,"Cidadap, Bandung",3,3,1,1180000000,72,71
Rumah klasik terawat komplek budisari bandung,"Cidadap, Bandung",5,2,1,6250000000,546,400
Rumah Kost 15 Pintu Dekat ITB Bandung,"Cidadap, Bandung",15,5,0,2500000000,198,198
Rumah Mewah Bagus 2 Lantai di Komplek Dago Pandawa Ciumbuleuit,"Cidadap, Bandung",5,5,2,5500000000,253,350
Sale Good Rumah Hook Super Mewah di Batu Indah Bandung Kota,"Cidadap, Bandung",5,4,5,4750000000,513,350
Town house exotic mainroad di dago giri bandung,"Cidadap, Bandung",3,2,1,1800000000,130,131
Rumah 2 lantai di Cidadap bandung,"Cidadap, Bandung",5,3,3,3100000000,550,450
Dijual Rumah Cluster Exclusive One Gate System di Dekat Setiabudi,"Cidadap, Bandung",2,2,1,649000000,70,40
Dijual rumah baru minimalis diPadalestari Setiabudi,"Cidadap, Bandung",3,2,1,1900000000,120,160
Di jual rumah di Setiabudi lokasi strategis ,"Cidadap, Bandung",5,3,3,34000000000,1345,500
Hunian Mewah Nyaman View Keren Kota Dan Pegunungan,"Cidadap, Bandung",4,3,3,5500000000,340,300
Rumah Sayap Ciumbeleuit di area Bandung Utara dan View Gunung,"Cidadap, Bandung",3,3,0,4900000000,230,350
Rumah Rasa Villa di Tengah Kota Bandung (Dago),"Cidadap, Bandung",5,6,0,4500000000,236,400
Rumah Rasa Villa di Tengah Kota Bandung (Dago),"Cidadap, Bandung",5,4,0,3500000000,186,190
Good Live Rumah Baru Di Budisari Cidadap Bandung Kota,"Cidadap, Bandung",3,3,2,3750000000,200,300
Yuhuu Rumah Baru Siap Huni Di Budisari Cidadap Bandung Kota,"Cidadap, Bandung",3,3,2,3750000000,200,300
Jual Cepat Rumah Mewah Di Budi Indah Full Furnish Kota Bandung,"Cidadap, Bandung",3,3,0,6500000000,450,300
Rumah 2 Lantai Bagus lux di budi indah view kota bandung,"Cidadap, Bandung",3,3,0,7900000000,450,300
"Rumah Bagus Unfurnished SHM di Komplek Cipaku Indah , Bandung","Cidadap, Bandung",4,2,2,4500000000,357,170
Rumah villa town house siap huni di dago giri bandung,"Cidadap, Bandung",3,2,1,2500000000,291,175
Jual Rumah Villa Lembang Dago Cidadap Bandung Mewah Lokasi Sejuk Asri,"Cidadap, Bandung",5,5,6,16000000000,959,350
Rumah Dijual Cipaku Indah Bandung Mewah Siap Huni,"Cidadap, Bandung",0,3,2,3200000000,180,330
Rumah Dijual Cipaku Indah Bandung Harga Di Bawah Pasar,"Cidadap, Bandung",3,2,1,2900000000,264,195
"komplek dreamhill (bukit idaman), bandung utara","Cidadap, Bandung",5,3,1,5200000000,500,425
Rumah Furnished 1 Lantai Di Cipaku Indah,"Cidadap, Bandung",3,2,2,7000000000,510,350
Rumah Luas Modern Siap Huni Strategis di Budi Indah Setiabudi,"Cidadap, Bandung",3,3,3,6500000000,450,300
Hitung tanah!!! Rumah tua di gunung mas ciumbuluit,"Cidadap, Bandung",8,4,7,31800000000,6072,440
"Dijual Rumah Nyaman Terawat Siap Huni di Regency Budi Indah, Bandung","Cidadap, Bandung",5,3,2,3900000000,360,256
Rumah Asri ala Belanda dekat Dago  dgn Pusat Kota Bandung,"Coblong, Bandung",10,5,1,31000000000,898,650
Dijual Rumah di Mainroad Sayap Dago Kawasan Komersil Kota Bandung,"Coblong, Bandung",7,3,2,32000000000,892,1300
"Rumah 2 Lantai Bagus Unfurnished SHM di Coblong, Bandung","Coblong, Bandung",14,13,1,2900000000,200,340
"Kost an aktif deket kampus ITB, UNPAD, UNPAR dll di dago bandung","Coblong, Bandung",29,29,4,8500000000,311,500
"LANGKA! Rumah Nyaman 2 Lantai di Tubagus Ismail, Sayap Dago, Bandung!","Coblong, Bandung",6,4,1,4800000000,290,250
"Rumah Homey 3 Lantai SHM di Bukit Dago Utara , Bandung","Coblong, Bandung",5,4,2,7500000000,232,300
Rumah Strategis Untuk Segala Usaha Mainroad Cisitu Indah Bandung,"Coblong, Bandung",9,4,6,35000000000,1738,950
Rumah Kos Aktif Bangunan Baru Akses 1 Mobil di Sayap Dago Bandung,"Coblong, Bandung",9,9,0,2150000000,100,270
Rumah Strategis Untuk Segala Usaha di Mainroad Cihampelas Bandung,"Coblong, Bandung",6,3,4,25000000000,460,400
Kost- kostan 2 lantai deket ITB di Sayap babak siliwangi,"Coblong, Bandung",18,6,0,2400000000,230,400
"Dijual Rumah Mewah 2 Lantai Bisa Usaha di Mainroad Cihampelas, depan bentuk ruko","Coblong, Bandung",3,3,6,16000000000,362,444
"Rumah cantik 3 Lantai ,strategis, SHM Sudah Renovasi","Coblong, Bandung",4,3,0,1300000000,100,250
Kostan aktif & selalu penuh di Sekeloa dekat kampus Unpad,"Coblong, Bandung",38,38,0,3500000000,392,550
"Asri Dan Nyaman, Sekitar Gasibu, Unpad, Dipati Ukur Dan Dago","Coblong, Bandung",4,2,1,998000000,135,200
"Rumah Mewah Bagus di Resort Dago Pakar, Bandung","Coblong, Bandung",5,4,2,5500000000,554,360
Dijual Rumah Dan Kost Di Sekeloa Kota Bandung,"Coblong, Bandung",15,15,0,6500000000,350,321
RUMAH 2 lt dlm cluster Cisitu dekat ITB KOTA COBLONG BANDUNG,"Coblong, Bandung",4,3,2,2200000000,130,131
Rumah Lama Zona Komersial 745 m² Dihitung Tanah Jl Tamansari,"Coblong, Bandung",7,4,12,23000000000,745,280
Dijual Rumah Kost Kost An di Taman Sari Baltos Dekat Itb Ciwalk,"Coblong, Bandung",20,20,3,3850000000,146,410
"Hunian Mewah Exclusive Strategis Cigadung, Dago, Bandung Utara.","Coblong, Bandung",4,3,2,3400000000,135,224
"Rumah kost area premium dago bandung, dekat Unikom, UNPAD, ITHB","Coblong, Bandung",6,4,1,2000000000,112,250
"Dijual Rumah Bagus SHM di Ir.h.djuanda, Coblong, Bandung","Coblong, Bandung",5,2,0,13500000000,408,350
Dijual!! Kosan Cantik Aktif Income Bagus dekat ITB UNPAD Bandung,"Coblong, Bandung",20,20,2,3850000000,146,310
"Rumah Unik Joglo Antik high class Classical Architecture di Bekasi, Full Furnished Etnis Klasik Dekat Cawang Dan Bandara Halim","Coblong, Bandung",6,3,2,12900000000,410,600
Rumah Tengah Kota di Gg Mesjid Aseng Cihampelas,"Coblong, Bandung",2,2,0,1200000000,135,130
Kost Aktif Area Dago Dkt Kampus Unpas Unisba ITB ROI 10 th,"Coblong, Bandung",20,20,0,3850000000,146,310
Hunian Mewah Ada Kolam Air Hangat Cigadung Dago Bandung Utara.,"Coblong, Bandung",4,4,2,4300000000,203,228
"Rumah Kost Aktif 12 Kamar Tidur di Sayap Dipati Ukur, Bandung","Coblong, Bandung",12,12,1,3500000000,223,320
Rumah di Sayap Dago Sadang Serang Minimalis,"Coblong, Bandung",4,2,1,1660000000,89,178
"Kosan 3 Lantai Lokasi Strategis, Pasif Income di Cisitu, Bandung","Coblong, Bandung",9,9,0,2100000000,70,253
HOT DEAL SALE!! YUK MILIKI Rumah & Kost Bagus 2 Lantai SHM Dago Coblong,"Coblong, Bandung",14,13,1,2900000000,200,340
Jual Cepat Rumah Unik Minimalis Paling Dicari di Sekeloa,"Coblong, Bandung",0,0,0,1500000000,100,250
Jual Cepat Rumah Modern Paling Dicari di Sadang Serang ,"Coblong, Bandung",6,4,0,3100000000,166,240
Jual Cepat Rumah 2 Lantai di Sadang Serang,"Coblong, Bandung",4,3,0,1800000000,114,250
"Hunian Mewah Exclusive Strategis Cigadung, Dago, Bandung Utara.","Coblong, Bandung",4,3,2,3400000000,135,224
"Rumah 2 Lantai Shm Siap Huni di Mainroad Cihampelas, Bandung","Coblong, Bandung",6,5,0,24000000000,460,346
Dijual Rumah Murah Lokasi Strategis di Dago Kawasan Komersil,"Coblong, Bandung",15,7,6,19000000000,1295,400
Rumah blkg Telkom Gasibu SHM Butuh Renov Hadap Utara,"Coblong, Bandung",6,2,1,5000000000,230,200
Dijual!! Kosan Strategis Siap Huni di Sayap Tubagus dekat Raya Dago,"Coblong, Bandung",5,2,0,800000000,106,106
"Jual Cepat harga murah sayap dago , Rumah Nyaman 2 Lt Sadang Serang Sayap Tubagus Ismail Cikutra Dago Bandung","Coblong, Bandung",5,2,1,1400000000,98,170
Rumah Kost Lux Investasi Terbaik di Dago Bandung,"Coblong, Bandung",20,14,5,4500000000,343,300
Rumah Murah Nyaman Siap Huni Tubagus Ismail Dago,"Coblong, Bandung",7,6,4,5000000000,319,350
Rumah Lux Dan Mewah Strategis Di Komplek Dago Dekat  ITB Bandung ,"Coblong, Bandung",5,3,3,6000000000,330,250
DIJUAL RUMAH KOST MURAH STRATEGIS DIPATIUKUR,"Coblong, Bandung",22,19,2,5500000000,600,700
"Rumah Dijual di Dago, Posisi Bagus Strategis di Pinggir Jalan","Coblong, Bandung",1,1,3,13000000000,463,205
Dijual Rukost elit di tubagus Ismail di bandung ,"Coblong, Bandung",44,44,15,16300000000,1586,1000
"For Sale, Rumah dan kosan super nyaman di Bandung","Coblong, Bandung",0,0,0,27500000000,700,1000
"Full Terisi 44 Kamar,, Jual Rumah Kosan Dekat Kampus Itb","Coblong, Bandung",44,44,8,20000000000,1586,1000
Resor Dago Pakar,"Coblong, Bandung",5,5,10,18500000000,1260,900
Cipaganti,"Coblong, Bandung",10,8,5,19500000000,568,1100
Resor Dago Pakar,"Coblong, Bandung",6,5,6,18000000000,1260,900
Supratman,"Coblong, Bandung",4,10,6,35000000000,850,700
JUAL RUMAH TINGGAL + KOSAN DI CISITU DAGO,"Coblong, Bandung",36,36,7,17000000000,756,1500
"Rumah Jl. Bukit Dago Utara, Dago, Coblong, Kota Bandung","Coblong, Bandung",5,4,0,14500000000,822,822
Rumah Dijual di Cipaganti Bandung,"Coblong, Bandung",2,3,0,25000000000,772,150
Jual rumah kost Cihampelas Pusat Kota Bandung,"Coblong, Bandung",8,4,2,2500000000,80,168
Jual Rumah Bagus Asri Jalan Utama Dipati Ukur Pusat Kota Bandung,"Coblong, Bandung",5,5,3,31000000000,743,250
Dijual Lelang Rumah Klasik Terawat di Sayap Dipatiukur,"Coblong, Bandung",2,2,0,10200000000,650,275
Rumah Harga Miring Strategis di Coblong Bandung,"Coblong, Bandung",6,4,5,14800000000,650,487
Rumah 2 Lantai Lux Baru di Mainroad Cipaganti Bandung,"Coblong, Bandung",3,3,0,7000000000,190,210
Rumah Dan Kost An Siap Huni di Sayap Tamansari Coblong,"Coblong, Bandung",11,5,5,38000000000,1540,700
"RUMAH CANTIK DAN STRATEGIS! Rumah 2 Lantai Alamanda Dago, Siap Huni!","Coblong, Bandung",5,3,1,9000000000,443,243
Rumah Bagus Dan Asri Di Tubagus Ismail Bandung,"Coblong, Bandung",4,5,1,8000000000,550,293
Rumah daerah Gedung Sate Bandung,"Coblong, Bandung",3,2,1,4000000000,320,170
Rumah Dijual Cepat Lokasi Premium Sayap Cipaganti Coblong Bandung,"Coblong, Bandung",4,3,1,2650000000,246,150
Kos Mewah Belakang Gedung Telkom Gazibu Bandung Harga Nego !!,"Coblong, Bandung",12,13,1,3500000000,223,320
"Dijual Rumah Luas View Taman di Cipaganti, Bandung","Coblong, Bandung",1,1,0,49500000000,1100,400
"Rumah di Dipati Ukur, Mainroad Cocok Untuk Usaha, Kantor","Coblong, Bandung",6,4,6,45000000000,995,400
"Strategis, Rumah Siap Huni Mainroad Dipati Ukur Cocok Untuk Usaha ","Coblong, Bandung",6,4,6,45000000000,995,400
Rumah Murah Strategis Di Sayap Cipaganti Kota Bandung,"Coblong, Bandung",8,8,2,10000000000,328,400
Rumah Strategis Lux Mewah Di Pusat Kota Cipaganti Bandung,"Coblong, Bandung",6,7,6,19500000000,568,750
"Rumah 3 Lantai di Cisitu Indah Hadap Timur, Dago","Coblong, Bandung",8,5,2,3500000000,140,400
"Rumah Kost Kawasan Sekeloa, di Gang Kubangsari Vii","Coblong, Bandung",7,4,0,490000000,98,120
Rumah Langka Belanda Terawat di Main Road Dipatiukur Bandung,"Coblong, Bandung",23,10,0,79500000000,2122,901
Rumah Langka Belanda Terawat di Main Road Dipatiukur Bandung,"Coblong, Bandung",23,10,0,79500000000,2122,901
Turun Harga Rumah Kampung Padi Cisitu Siap Huni Lingkungan Asri,"Coblong, Bandung",3,3,1,3650000000,300,135
Dijual Rumah Lokasi Tengah Kota Bandung Dekat Siliwangi,"Coblong, Bandung",4,2,1,7500000000,228,150
Rumah Dijual di Cipaganti Bandung,"Coblong, Bandung",2,3,0,25000000000,772,150
"Rumah 2 lantai di area tubagus Ismail, sayap dago 3 m an","Coblong, Bandung",3,2,2,3000000000,127,150
Rumah dekat Gedung Sate Bandung,"Coblong, Bandung",5,3,1,14000000000,466,350
Kosan Murah Income Besar di Tengah Kota Sadang Serang Syp Tubagus Ismail Dago,"Coblong, Bandung",6,6,1,650000000,127,250
Rumah Kos Bagus Sayap Dipatiukur Bandung,"Coblong, Bandung",22,18,2,4800000000,600,700
Dijual Kostan di Jl Cisitu Lama - Bandung,"Coblong, Bandung",52,35,0,10500000000,500,1250
Dijual Rumah di Jl. Tikukur Dekat Gedung Sate,"Coblong, Bandung",6,3,2,7000000000,392,300
Dijual Rumah di Jl. Sangkuriang - Bandung,"Coblong, Bandung",8,5,0,225000000000,5468,510
Rumah di Jl. Pager Gunung Dago - Bandung,"Coblong, Bandung",8,4,0,30000000000,898,650
Rumah di Jl. Ir. H. Djuanda - Dago,"Coblong, Bandung",10,5,0,126000000000,2822,500
Rumah Bagus di Komp. Alamanda - Bandung,"Coblong, Bandung",6,4,2,6800000000,444,660
Dijual Rumah di Dipatiukur Hanya Hitung Tanah,"Coblong, Bandung",4,1,0,11000000000,300,300
Rumah Bagus Parkiran Luas Strategis di Sayap Dago Bandung,"Coblong, Bandung",3,1,6,24500000000,650,250
Forsale Ruang usaha dikawasan asri dago bandung,"Coblong, Bandung",4,4,12,15500000000,790,1020
Rumah Mewah Luas di Sayap Cipaganti Bandung,"Coblong, Bandung",5,4,3,26000000000,830,812
Dijual Rumah di Jl. Sangkuriang - Bandung,"Coblong, Bandung",8,5,2,225000000000,5468,510
Dijual Rumah di Jl. Bukit Dago Utara III - Bandung,"Coblong, Bandung",5,4,1,5500000000,232,400
Rumah Titimplik Dalam Cocok Untuk Kost,"Coblong, Bandung",18,2,0,3100000000,172,108
Tempat Usaha (Car Wash) Daerah Ramai di Tubagus Ismail Bandung,"Coblong, Bandung",0,0,0,13500000000,600,250
Rumah Terawat di Mainroad Jl Dipatiukur Bandung,"Coblong, Bandung",6,3,1,40000000000,930,300
"Hanya Sisa 1, Ruko di Sayap Jl Suci / Pasupati","Coblong, Bandung",1,2,2,1900000000,95,140
Dijual Rumah Siap Huni Sayap Tubagus Ismail Cigadung Dekat Dago,"Coblong, Bandung",4,3,1,3700000000,162,210
Dijual Rumah Baru Lux Modern di Sayap Tubagus Ismail Dkt Cigadung,"Coblong, Bandung",4,3,1,3500000000,173,235
Rumah mewah di Summarecon Bandung,"Gede Bage, Bandung",5,3,1,2800000000,105,104
Rumah Premium Modern Summarecon Bandung,"Gede Bage, Bandung",4,3,2,2710000000,117,122
Rumah Cantik Amanda Premium Siap Huni Summarecon Gedebaga Bandung,"Gede Bage, Bandung",4,4,1,2800000000,128,150
Rumah Mewah 2 Lantai Summarecon Gedebage Bandung Dekat Al Jabar Akses Tol Mudah Siap Huni,"Gede Bage, Bandung",4,3,2,2600000000,135,142
Rumah 2 lantai dekat ke Terminal Riung Bandung & Summarecon,"Gede Bage, Bandung",2,1,0,433000000,66,60
"Rumah 2 lantai dekat area perkantoran, dalam kota Bandung. Fasiltas mall, RS, Sekolah, rumah ibadah.","Gede Bage, Bandung",4,3,2,2600000000,120,115
RUMAH SUMMARECON NEW DESIGN CLUSTER GENOVA FASILITAS HOTEL BINTANG 5,"Gede Bage, Bandung",3,2,0,2600000000,120,105
Rumah Luxury di Summarecon Bandung,"Gede Bage, Bandung",5,4,3,5000000000,228,252
Rumah Siap Huni Di Cluster Flora Summarecon,"Gede Bage, Bandung",3,2,1,2200000000,90,75
Rumah Baru Summarecon bandung cluster emily,"Gede Bage, Bandung",4,3,1,10000000000,300,375
rumah murah bumi Adipura 2 lantai Gedebage kota bandung,"Gede Bage, Bandung",3,2,1,597000000,90,120
Dijual Rumah Baru Cluster Flora Summarecon Kota Bandung,"Gede Bage, Bandung",4,2,0,2600000000,105,90
Dijual Rumah Bagus Cluster Flora Siap Huni Di Summarecon Bandung,"Gede Bage, Bandung",4,2,0,2300000000,105,97
Btari Summarecon Bandung Jarang ada...,"Gede Bage, Bandung",3,2,1,2850000000,162,124
Dijual Rumah Cluster Flora Freya Premium Summarecon Gedebage,"Gede Bage, Bandung",4,2,1,2450000000,105,104
"Murah Rumah Minimalis Komplek Grand Sharon, Bandung ","Gede Bage, Bandung",4,3,0,1950000000,180,120
1m an  RUMAH Minimalis SUMMARECON BANDUNG,"Gede Bage, Bandung",2,2,1,1150000000,66,54
Rumah 2 Lantai SHM Baru,"Gede Bage, Bandung",2,2,1,1600000000,108,62
Jual murah rumah minimalis Riung Bandung di Riung Bandung ,"Gede Bage, Bandung",4,2,2,1100000000,108,150
 For Sale Rumah Summarecon Bandung ,"Gede Bage, Bandung",2,2,1,1150000000,66,54
Halaman belakang sdh direnovasi @ Cluster Amanda Summarecon ,"Gede Bage, Bandung",4,3,1,2200000000,112,140
Rumah di Komplek bumi adipura Dekat Summarecon Bandung,"Gede Bage, Bandung",2,1,0,850000000,90,42
Rumah Potensi Passive Income Di Summarecon Yang Apik Menarik Jangan Cuma Dilirik Yuk Segera Miliki...,"Gede Bage, Bandung",2,2,1,1900000000,117,100
Rumah Siap Huni di Summarecon Btari Bandung,"Gede Bage, Bandung",4,4,0,4200000000,180,215
NEW HOUSE MINIMALIS @ SUMMARECON,"Gede Bage, Bandung",2,2,0,1250000000,66,62
